VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1GCDE14HXV,Snohomish,Marysville,WA,98270.0,1997,CHEVROLET,S-10 PICKUP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,39.0,0.0,38.0,216755437,POINT (-122.1515174 48.0650751),PUGET SOUND ENERGY INC,53061052805.0
1FTZR0812X,Skagit,Mount Vernon,WA,98274.0,1999,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,74.0,0.0,10.0,155686436,POINT (-122.2881784 48.4128748),PUGET SOUND ENERGY INC,53057952700.0
1FTZR0819X,Whatcom,Deming,WA,98244.0,1999,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,74.0,0.0,42.0,194395092,POINT (-122.1300573 48.8238837),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010103.0
1FTZR0813X,Pierce,Graham,WA,98338.0,1999,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,74.0,0.0,2.0,169463255,POINT (-122.2894997 47.0293015),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073116.0
1FTZR0812X,Pierce,Graham,WA,98338.0,1999,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,74.0,0.0,2.0,215121742,POINT (-122.2894997 47.0293015),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073116.0
1FTZR0818X,San Juan,Eastsound,WA,98245.0,1999,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,74.0,0.0,40.0,262410760,POINT (-122.9129975 48.6692106),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960101.0
1FTZR0816Y,Thurston,Olympia,WA,98506.0,2000,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58.0,0.0,22.0,8166497,POINT (-122.86491 47.07503),PUGET SOUND ENERGY INC,53067012100.0
1FTZR0817Y,King,Seattle,WA,98117.0,2000,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58.0,0.0,36.0,142611402,POINT (-122.377938 47.690166),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001500.0
1FTZR0879Y,Whatcom,Everson,WA,98247.0,2000,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58.0,0.0,42.0,122864766,POINT (-122.3616332 48.9071317),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010201.0
1FTZR0816Y,King,Shoreline,WA,98133.0,2000,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58.0,0.0,32.0,205243356,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020900.0
1FTZR0813Y,Whatcom,Everson,WA,98247.0,2000,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58.0,0.0,42.0,8650316,POINT (-122.3616332 48.9071317),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010201.0
1FTZR0819Y,King,Shoreline,WA,98133.0,2000,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58.0,0.0,32.0,9440952,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020302.0
1FTZR0870Y,San Juan,Friday Harbor,WA,98250.0,2000,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58.0,0.0,40.0,221693048,POINT (-123.0679454 48.5327669),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960400.0
JT3GS10V02,Clallam,Sequim,WA,98382.0,2002,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,95.0,0.0,24.0,5993977,POINT (-123.1090862 48.0805816),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009002302.0
JT3GS10V32,King,Sammamish,WA,98075.0,2002,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,95.0,0.0,41.0,175935672,POINT (-122.0181135 47.5880568),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032207.0
JT3GS10VX3,San Juan,Friday Harbor,WA,98250.0,2003,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,95.0,0.0,40.0,181167857,POINT (-123.0679454 48.5327669),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960400.0
5YJRE11BX8,King,Redmond,WA,98052.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,48.0,189302445,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902.0
5YJRE11B08,Kitsap,Port Orchard,WA,98367.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,26.0,477996298,POINT (-122.6530052 47.4739066),PUGET SOUND ENERGY INC,53035092902.0
5YJRE11B78,Whatcom,Ferndale,WA,98248.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,42.0,164727923,POINT (-122.6079697 48.8545942),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010600.0
5YJRE11B88,King,Kirkland,WA,98033.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,45.0,146370661,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401.0
5YJRE11B38,San Juan,Friday Harbor,WA,98250.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,40.0,132987529,POINT (-123.0679454 48.5327669),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960302.0
5YJRE11B78,Kitsap,Kingston,WA,98346.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,23.0,241786842,POINT (-122.5178351 47.7981436),PUGET SOUND ENERGY INC,53035090101.0
5YJRE11B08,King,Seattle,WA,98199.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,36.0,143221620,POINT (-122.394937 47.649547),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700.0
5YJRE11B38,King,Seattle,WA,98119.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,36.0,5212434,POINT (-122.36731 47.6377681),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900.0
5YJRE11B88,Pierce,Lakewood,WA,98499.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,28.0,127308184,POINT (-122.5015924 47.1666594),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071902.0
5YJRE11B58,King,Redmond,WA,98053.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,5.0,232155668,POINT (-122.030684 47.669552),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315.0
5YJRE11B08,King,Bellevue,WA,98004.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,48.0,178726425,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805.0
5YJRE11B18,King,Seattle,WA,98115.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,46.0,232827374,POINT (-122.3008235 47.6862671),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004000.0
5YJRE11B68,King,Seattle,WA,98112.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,37.0,8256251,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.0
5YJRE11B78,King,Burien,WA,98166.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,34.0,265857770,POINT (-122.3472273 47.4568458),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027902.0
5YJRE11B08,King,Seattle,WA,98103.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,43.0,105108503,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004901.0
5YJRE11B38,King,Seattle,WA,98112.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,43.0,9934760,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.0
5YJRE11BX8,King,Seattle,WA,98109.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,36.0,147526704,POINT (-122.3441532 47.6305366),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006800.0
5YJRE11B48,King,Burien,WA,98166.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,34.0,264742831,POINT (-122.3472273 47.4568458),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027902.0
5YJRE11B98,King,Issaquah,WA,98029.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,5.0,206424627,POINT (-122.0209893 47.5632565),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221.0
5YJRE11B68,Pierce,Gig Harbor,WA,98329.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,26.0,121274121,POINT (-122.7132619 47.3833498),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072601.0
5YJRE11B28,Spokane,Spokane,WA,99217.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,98950.0,4.0,105438511,POINT (-117.3167812 47.7100595),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063011302.0
5YJRE1A32A,King,Kirkland,WA,98034.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,1.0,244019401,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.0
1W9WL21B6A,Thurston,Olympia,WA,98501.0,2010,WHEEGO ELECTRIC CARS,WHEEGO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,100.0,32995.0,22.0,244618104,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700.0
5YJRE1A14A,King,Redmond,WA,98052.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,48.0,203082540,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324.0
5YJRE1A14A,King,Federal Way,WA,98003.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,30.0,185701442,POINT (-122.318442 47.315173),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030007.0
1W9WL21BXA,Spokane,Spokane,WA,99223.0,2010,WHEEGO ELECTRIC CARS,WHEEGO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,100.0,32995.0,6.0,277235017,POINT (-117.3600492 47.6077423),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063004800.0
5YJRE1A38A,King,Seattle,WA,98119.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,36.0,124661547,POINT (-122.36731 47.6377681),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900.0
5YJRE1A16A,King,Kirkland,WA,98034.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,1.0,197156711,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.0
5YJRE1A1XA,King,Bellevue,WA,98006.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,41.0,199539770,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902.0
5YJRE1A10A,King,Seattle,WA,98102.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,43.0,112555467,POINT (-122.3212726 47.6296532),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500.0
5YJRE1A32A,King,Bellevue,WA,98006.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,41.0,155709683,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006.0
5YJRE1A11A,King,Bellevue,WA,98004.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,48.0,137365245,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806.0
5YJRE1A16A,King,Seattle,WA,98101.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,43.0,123892821,POINT (-122.3340795 47.6099315),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008101.0
5YJRE1A39A,Snohomish,Edmonds,WA,98026.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,21.0,249588615,POINT (-122.338942 47.821454),PUGET SOUND ENERGY INC,53061042005.0
5YJRE1A11A,King,Seattle,WA,98144.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,37.0,231914133,POINT (-122.3016563 47.5858977),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500.0
5YJRE1A39A,Clark,Brush Prairie,WA,98606.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,17.0,267463178,POINT (-122.4767202 45.7381698),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713.0
5YJRE1A11A,Snohomish,Mukilteo,WA,98275.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,21.0,149731004,POINT (-122.29943 47.912654),PUGET SOUND ENERGY INC,53061041301.0
5YJRE1A12A,King,Issaquah,WA,98027.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,5.0,247358450,POINT (-122.0402383 47.5276876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032604.0
5YJRE1A32A,Island,Freeland,WA,98249.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,10.0,233505996,POINT (-122.545737 48.018194),PUGET SOUND ENERGY INC,53029971301.0
5YJRE1A1XA,Spokane,Newman Lake,WA,99025.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,4.0,169216421,POINT (-117.075672 47.736783),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010102.0
1W9WL21B6A,Pierce,Tacoma,WA,98406.0,2010,WHEEGO ELECTRIC CARS,WHEEGO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,100.0,32995.0,28.0,143716758,POINT (-122.498503 47.262687),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060907.0
5YJRE1A18A,King,North Bend,WA,98045.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,5.0,115173376,POINT (-121.7705205 47.4816922),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704.0
5YJRE1A14A,King,Seattle,WA,98112.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,43.0,108886998,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400.0
5YJRE1A32A,Pierce,Steilacoom,WA,98388.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,28.0,477599923,POINT (-122.597061 47.168637),BONNEVILLE POWER ADMINISTRATION||TOWN OF STEILACOOM|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072109.0
5YJRE1A35A,Kitsap,Bainbridge Island,WA,98110.0,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.0,110950.0,23.0,265387573,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090800.0
JN1AZ0CP6B,Pierce,Lakewood,WA,98499.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,29.0,205663041,POINT (-122.5015924 47.1666594),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,53053071803.0
JN1AZ0CPXB,King,Seattle,WA,98103.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,46.0,129407750,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700.0
JN1AZ0CP7B,Skagit,Mount Vernon,WA,98273.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,10.0,161557455,POINT (-122.3313378 48.4221418),PUGET SOUND ENERGY INC,53057952100.0
JN1AZ0CP5B,Snohomish,Lake Stevens,WA,98258.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,44.0,238980542,POINT (-122.0816912 48.0122934),PUGET SOUND ENERGY INC,53061052706.0
JN1AZ0CP1B,Clark,Camas,WA,98607.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,18.0,247761594,POINT (-122.4220033 45.6092439),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041325.0
JN1AZ0CP2B,King,Bellevue,WA,98006.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,41.0,163847834,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024904.0
JN1AZ0CP9B,Spokane,Newman Lake,WA,99025.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,4.0,171044016,POINT (-117.075672 47.736783),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013201.0
JN1AZ0CP2B,Snohomish,Mountlake Terrace,WA,98043.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,1.0,107021771,POINT (-122.306706 47.792043),PUGET SOUND ENERGY INC,53061051301.0
JN1AZ0CP7B,King,Lake Forest Park,WA,98155.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,46.0,161830119,POINT (-122.301507 47.761784),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021500.0
JN1AZ0CP6B,Clark,Vancouver,WA,98685.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,18.0,100525113,POINT (-122.688741 45.711311),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040909.0
1G1RD6E48B,King,Seattle,WA,98199.0,2011,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,0.0,36.0,259986226,POINT (-122.394937 47.649547),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005801.0
JN1AZ0CP5B,King,Seattle,WA,98115.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,46.0,268907180,POINT (-122.3008235 47.6862671),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200.0
JN1AZ0CP2B,Whatcom,Bellingham,WA,98226.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,42.0,202678276,POINT (-122.464218 48.79135),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000102.0
JN1AZ0CP5B,Snohomish,Everett,WA,98208.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,44.0,233768433,POINT (-122.2032349 47.8956271),PUGET SOUND ENERGY INC,53061052119.0
JN1AZ0CPXB,Snohomish,Lake Stevens,WA,98258.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,39.0,244030104,POINT (-122.0816912 48.0122934),PUGET SOUND ENERGY INC,53061053505.0
JN1AZ0CP2B,King,Kirkland,WA,98034.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,45.0,177882358,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904.0
JN1AZ0CP7B,Klickitat,White Salmon,WA,98672.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,14.0,272487351,POINT (-121.4862053 45.7416897),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,53039950301.0
JN1AZ0CP6B,Pacific,Raymond,WA,98577.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,19.0,2142647,POINT (-123.7188022 46.6775525),BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY,53049950200.0
1G1RD6E44B,King,Kent,WA,98031.0,2011,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,0.0,11.0,252181464,POINT (-122.201564 47.402358),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306.0
JN1AZ0CP2B,King,Seattle,WA,98106.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,34.0,168538793,POINT (-122.3570816 47.5337116),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011300.0
JN1AZ0CP9B,Lewis,Chehalis,WA,98532.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,20.0,183452405,POINT (-122.951758 46.646505),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF LEWIS COUNTY,53041971400.0
JN1AZ0CP3B,Island,Langley,WA,98260.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,10.0,174443020,POINT (-122.4401957 48.0192938),PUGET SOUND ENERGY INC,53029971900.0
JN1AZ0CP5B,Clark,Vancouver,WA,98683.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,18.0,252505865,POINT (-122.515805 45.604689),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041329.0
JN1AZ0CP6B,King,Seattle,WA,98103.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,43.0,202697960,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004600.0
1G1RD6E45B,San Juan,Eastsound,WA,98245.0,2011,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,0.0,40.0,235445556,POINT (-122.9129975 48.6692106),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960101.0
JN1AZ0CPXB,King,Seattle,WA,98117.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,36.0,200024891,POINT (-122.377938 47.690166),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003100.0
JN1AZ0CP0B,King,Seattle,WA,98104.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,43.0,306616446,POINT (-122.3276518 47.6018349),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008500.0
JN1AZ0CP6B,King,Seattle,WA,98116.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,34.0,134721856,POINT (-122.395519 47.572137),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009801.0
JN1AZ0CP6B,Snohomish,Bothell,WA,98021.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,0.0,1.0,477015724,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051932.0
